商品属性,评价内容
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑屏幕闪的哗啦哗啦的，频率特别高，重装了一次系统，指纹驱动这打了，指纹不识别了???
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,物有所值
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,这个笔记本办公用可以，玩游戏就不用选这个了，这个比较超薄，不可以玩吃鸡游戏
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,可以，比较轻，速度快，一些功能需要摸索了啊
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,看着不错，刚开始用，挺流畅的
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,东西很好，朋友很喜欢，我自己也很喜欢！！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,颜值不错 就算配置不太高 不过给家里人看看电影 上上网还是不错选择
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,选来选去还是选择了这款，性价比相对还行。虽然比较反感联想，无奈其他品牌没有良心产品啊
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,外形外观：不错，简约时尚，运行速度：还行，屏幕效果：好，散热性能：很好
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电视确实不错＂很满意
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,刚到货，正在使用中，感觉还不错
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,开机速度快，金属外壳，比较轻薄，屏幕尺寸大，电池可以用8个小时以上。十分满意。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,笔记本很轻薄，散热良好，噪音小，整体购买体验不错。好评！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,京东物流非常快，质量有保证，服务真是一流，好评好评好评好评
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,屏幕字体模糊加抖动，新机就这样，
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,第一次买笔记本电脑，筛选了好多，才决定，真的很不错
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,感觉还可以，速度还是快的，外观设计好看，金属材料，摸着舒服，就是USB太少，还要另外配分线器才够用，不过现在的电脑基本上是这样的了
小新Air 全金属高色域15.6英寸,轻薄程度：非常轻薄，屏幕效果：看起来很舒服，外形外观：我就喜欢这样的外观，简洁而且是金属机身，运行速度：很流畅，散热性能：刚打开，热到是不太热，性能很流畅。，其他特色：整体不怎么重，而且屏幕的边框很窄
小新Air 全金属高色域15.6英寸,很好，运行速度：打LOL没问题，轻薄程度：不错中等，比游戏本薄，散热性能：很好
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,超爱三面金属的设计，虽然重了点，可是好喜欢，风扇声音也挺小的，屏幕挺大的，画图也方便，新机运行速度还是不错的，后面就不知道怎么样了，包装超棒！?
小新Air 全金属高色域15.6英寸,运行速度：快，屏幕效果：非常清晰，散热性能：游戏也不热，轻薄程度：还阔以
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,笔记本不错，价格比实体店便宜好多。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,目前还不错，自己激活的
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,昨天买，今天上午刚到的，物流真的好快哈哈，期待了很久，总体来说非常满意，颜色好看，简洁大方，性能也很好，鲁大师实测跑分优秀，这一款买的真满意
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,散热性能：还可以，屏幕效果：很舒适，外形外观：看着很棒，是我想要的
小新Air 全金属高色域15.6英寸,运行速度：快屏幕效果：高清散热性能：散热快，声音小外形外观：颜值高轻薄程度：适中。      喜欢，双十一买，12号就到了，玩了两天暂时没有什么问题，会再追评
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,外形外观：很精致日常上网课很方便   偶尔打打阴阳师  原神没问题  ????   付完尾款第二天就到货了
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,看了很久，选了小新，是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,买了，外观什么的都特别好，但是我还是退掉了因为底部按键有声音，我自己的强迫症有点接受不了，但是这个电脑很好用哈哈哈哈哈哈，真香。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,特别好，回家以后认真检查了配置，卖家没有发错，是新机，用的也很流畅，值得信赖，用了半天总结出来很好用很好用喜欢的可以下手了！！！！！！！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,一直比较信任联想电脑，性价比很高，配置主流，独立显卡够用，可以流畅运行网络游戏，给弟弟上学买来用的，轻便小巧，方便携带。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：飞快！，屏幕效果：柔和！，散热性能：良好！，外形外观：美丽！，轻薄程度：适中！，其他特色：不知！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,京东就是京东，发货物流贼快，21号付尾款，21中午就到了！还有在京东自营店买的很放心不用担心是二手机！这款电脑整体素质还是很不错的！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,暂时用着还不错，充电速度很快，新手提续航时间还行差不多用有5-6个小时吧没认真去算时间，不知道用一段时间电池会不会不耐用了
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,非常好的一款
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,早上下单，下收到，这款配置棒棒哒，有种佩服科技的感觉，什么都自带，速度快，激活还有智能语音提示，很满意
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：快，，屏幕效果：好，，散热性能：强，，外形外观：亮，，轻薄程度：薄，，其他特色：强！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：很快，屏幕效果：很高清，散热性能：很好，外形外观：很好看，轻薄程度：很轻薄
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,送货快，价格便宜，全新11代处理器，16G大内存，450显卡，玩游戏非常卡，性能强悍，外观好看。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,物超所值，商品设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意手感好，
小新Air 全金属高色域15.6英寸,外形外观：外形比以前买的联想笔记本好多了，看起来也很清新。，屏幕效果：屏幕感觉有点模糊，有一个坏点，京东方的屏幕效果还是很不尽人意。，散热性能：散热风扇一直转动，也没运行啥大软件，感觉散热有待提升。，运行速度：运行速度比起i5十代快了很多，还是比较满足的。，其他特色：包装用的塑料袋包装，是我见过最烂的包装方式，收到快递后外面的塑料袋已经烂了，里面的纸箱也烂了，表面好多黑。并夕夕包装也没这么烂。
小新Air 全金属高色域15.6英寸,总体来说很好的，非常喜欢，
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：比想中的完美，屏幕效果：还好，看看动画片完美～，散热性能：还好，外形外观：挺喜欢的，其他特色：有质感，服务态度很好，轻薄程度：有点重
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,对比多个选择的这个，给老公来办公用的，说是还行，要是再送个鼠标和电脑包就更好了
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,外观漂亮不错 体验良好
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑看起来还可以，包装也挺好的。具体用起来怎么样就看最后的使用了！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑出现了点点小问题，就换货了，服务态度很好，处理问题也很到位，希望不要在向第一次那样了
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,第一次买电脑，服务挺好的，先用着，好了再来评价
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,厚度也是很薄，学习，工作都可以用，不错不错颜值很高的本本，音色和视频都很不错
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,屏幕效果：可以，散热性能：大一点的游戏有点响，但问题不大，外形外观：好，轻薄程度：好，其他特色：nb，运行速度：还行，跟网络信号有关
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑还可以，但是！！为什么耳机插上没声音啊！！！搞了好久了！！！有没有大佬来解答一下，要枯了
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,新电脑感觉太棒了！一直想入手联想的，看了很久选了这款，非常棒！
小新Air 全金属高色域15.6英寸,屏幕效果：好
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,买回来背光就是坏的，问客服都是机器人，每个活人帮我解答一下问题。垃圾
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,电脑很好用啊 开盖开机指纹灵敏 充电快续航也还行很满意
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,速度挺快的，也轻巧，电池能用很长时间！很不错！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,外形外观：比之前购买的笔记本要小，轻薄程度：很轻薄
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,现在的笔记本真是轻薄啊，挺好，帮别人买的，自己挺喜欢
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,不错哦，出现点小问题，二话不说马上换新哦
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,很好看，颜值高，英雄联盟吃鸡随便玩
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,昨晚刚下载玩lol，风扇也太大声了吧！超级大声！
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,刚回来不知道还黑屏不，先用用吧，就是太麻烦了，来回折腾
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,好漂亮，我很喜欢，用起来很方便，太棒了。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,高颜值，性价比高，用了两个星期了感觉挺好的
小新Air 全金属高色域15.6英寸,运行速度：快，屏幕效果：很清晰，散热性能：散热很好，不热，外形外观：好看，轻薄程度：轻薄，很好看
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,运行速度：很快，屏幕效果：很好，散热性能：还不错，外形外观：酷?，漂亮，轻薄程度：其实很轻的
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,先申请了换货，看看换货的产品到底怎么样，希望是偶发事件
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,一直纠结在不在网上买电脑，到了之后是真的好用。
2021新款Air 15.6英寸大屏全键盘全新11代i5 16G MX450 高色域,很不错，性能，颜值，画质，声音什么的都挺好
小新Air 全金属高色域15.6英寸,昨天刚刚收到货，迫不及待的试了一下，感觉非常不错就觉得没有没错吧，喜欢的小伙伴可以买来试试
